feature	c__Bacilli_A Class	c__Chloroplast Class	d__Bacteria Kingdom	f__Coprobacillaceae Family	f__Mitochondria Family	f__Oscillospiraceae_88309 Family	f__Paenibacillaceae_367444 Family	f__Peptostreptococcaceae_256921 Family	f__Tissierellaceae Family	f__UBA1242 Family	g__Acidovorax_F_589733	g__Adlercreutzia_A_404257	g__Agrobacterium	g__Akkermansia	g__Alistipes_A_871400	g__Alkaliphilus_B	g__Anaerocolumna	g__Anaerosalibacter	g__Anaerosporobacter	g__Aneurinibacillus_B_362085	g__Arthrobacter_E_386002	g__Bacillus_A	g__Bacillus_P_294101	g__Bacteroides_H_857956	g__Borkfalkia	g__Brachybacterium	g__Brevibacillus_D_362672	g__Brevibacterium	g__Burkholderia	g__C-19	g__CAG-314	g__CAG-873	g__Caldibacillus_B	g__Cellulosimicrobium	g__Cerasibacillus	g__Clostridioides_A	g__Clostridium_F	g__Clostridium_G	g__Clostridium_J	g__Clostridium_T	g__Comamonas_F_589250	g__Corynebacterium	g__Curtobacterium	g__Dubosiella	g__Duncaniella	g__Dysosmobacter	g__Enterococcus_H_360604	g__Faecalibaculum	g__Glutamicibacter	g__Granulimonas	g__JC017	g__Jeotgalibaca	g__Klebsiella_724518	g__Kroppenstedtia_A	g__Kurthia	g__Lacrimispora	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus_A_346120	g__Laedolimicola	g__Latilactobacillus	g__Lawsonibacter	g__Lepagella	g__Ligilactobacillus	g__Limosilactobacillus	g__Lysinibacillus_304693	g__Mammaliicoccus_319278	g__Merdibacter	g__Methylobacterium	g__Microbacterium_A_383321	g__Novosphingobium	g__Oceanobacillus_287537	g__Paenibacillus_A	g__Paenibacillus_J_366884	g__Paenibacillus_L	g__Pandoraea	g__Pantoea_680069	g__Paraclostridium	g__Paramuribaculum	g__Parasutterella_564865	g__Plantibacter	g__Porcincola	g__Pseudomonas_E_647464	g__Romboutsia_B	g__Romboutsia_D_247318	g__Rudaeicoccus	g__Ruminiclostridium_D	g__Rummeliibacillus	g__Schaedlerella	g__Siminovitchia	g__Sporosarcina	g__Staphylococcus	g__Stenotrophomonas_A_615274	g__Streptococcus	g__Terrisporobacter	g__Thermoactinomyces_A	g__Tissierella_B_223997	g__Turicibacter	g__Ureibacillus	g__Vagococcus_B	g__Weissella	o__Lachnospirales Order
Villapol_616_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.17837048167557	NA	NA	NA	-3.29750512579288	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.702744122427619	NA	NA	NA	NA	NA	NA	-7.55764462875301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.2189580156043	NA	-12.1575574709401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.572594970219	NA	-2.18517594117141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.5972246367277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_617_1DPI	NA	NA	NA	NA	NA	-11.0115637621761	NA	NA	NA	-9.8122549539527	NA	NA	NA	-3.14462831694537	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.09524194063476	NA	NA	NA	NA	NA	NA	-6.06081887697816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0660115461985	-7.76082671514569	-1.50707578178135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.4615295947579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_618_1DPI	NA	-6.14231407833094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.8923358253226	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.97672801261297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.14750198782305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.09437960126724	NA	NA	NA	NA	NA	NA	NA	-9.76680494323874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.26430460270955	NA	NA	NA	NA
Villapol_619_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.13109044659248	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.659468243946244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1988914544027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.51749330226704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.30077106842196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.0733605723189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_620_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.14728917531985	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.889526703946594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.8007314139238	NA	NA	NA	NA	NA	-1.27398767092408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.53628881369717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_621_1DPI	NA	NA	NA	NA	NA	-12.176640671134	NA	NA	NA	-9.96718730550506	NA	NA	NA	-2.59921184309826	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.63475756569177	-11.0067156696917	NA	NA	NA	NA	NA	-6.11055148067624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.37331675209252	-13.5916781704129	-9.62205181945638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.98434785666325	-9.85471257624665	-13.5916781704129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.064852935333	NA	-12.3692857490764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_622_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.78896183090337	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.211875140275737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.83061194765505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.63863659276107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.6998332757578	NA	NA	NA	-12.1668953355195	NA	NA	NA	NA	NA	NA	NA	-14.4888234304068	NA	NA	NA	NA	NA	-12.2664310090704	NA	NA	NA	NA
Villapol_623_1DPI	NA	-5.25905693038063	NA	NA	NA	NA	NA	NA	NA	-12.7786931832238	-11.4567650883365	NA	NA	NA	NA	NA	NA	NA	NA	-10.9713382611662	NA	-11.4567650883365	-9.77869318322384	-0.0975646032028464	NA	NA	NA	NA	NA	NA	-12.1937306825027	NA	-10.6087681817815	NA	NA	NA	NA	NA	NA	NA	-7.97133826116624	NA	NA	-8.73429906386539	-12.7786931832238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7786931832238	NA	NA	-7.9458031690591	NA	NA	NA	NA	NA	NA	NA	-10.3192615645865	NA	NA	NA	-10.3192615645865	-10.6087681817815	NA	NA	NA	NA	NA	NA	-11.1937306825027	NA	-7.87180258761532	NA	NA	NA	NA	NA	-11.4567650883365	NA	NA	NA	NA	-11.7786931832238	-5.99079062383241	NA	NA	NA	-11.1937306825027	NA	-10.4567650883365	NA	NA	NA	NA
Villapol_624_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.123550990750276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.7715152611579	NA	NA	NA	NA	NA	-3.60755116974567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_625_1DPI	NA	-7.93781516880342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.14871195130204	NA	NA	NA	NA	NA	NA	-12.5816713585781	NA	NA	-9.38003749740849	-0.191126189687981	NA	-11.7336744520232	-11.5816713585781	NA	NA	NA	NA	NA	-7.15540660387605	NA	-12.0962445314079	NA	NA	NA	NA	NA	NA	NA	-11.4441678348282	-11.4441678348282	NA	NA	-4.86330973243979	NA	NA	-12.5816713585781	-9.99670885785699	NA	-12.5816713585781	NA	NA	NA	NA	NA	-9.85920533410705	NA	NA	NA	NA	NA	-10.2597432636908	-12.3186369527444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.5816713585781	NA	-6.43192423907346	-12.0962445314079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.90359945346551	-4.38789961518146	NA	NA	-11.4441678348282	NA	-12.5816713585781	NA	NA	NA	NA
Villapol_626_1DPI	NA	-6.73055885095607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.33721642277655	NA	NA	NA	NA	NA	NA	NA	NA	-8.04176053925038	NA	NA	NA	NA	NA	NA	NA	-8.88975744580533	NA	NA	NA	NA	NA	NA	NA	-9.47471994652648	NA	NA	NA	-10.7966480414138	-11.2116855406927	NA	-0.207933405831581	NA	NA	NA	-9.21168554069269	NA	NA	NA	NA	NA	NA	NA	-8.33721642277655	NA	NA	NA	NA	-11.2116855406927	NA	-11.7966480414138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.98929311935624	NA	NA	-4.76874204484396	NA	NA	NA	-10.4747199465265	NA	NA	NA	NA	NA	NA	NA	-9.47471994652648	-3.87480710433935	NA	NA	NA	NA	-9.62672303997153	NA	NA	NA	NA
Villapol_627_1DPI	NA	-8.65304408901098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.92815132714534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.118200851090689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0860034962871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.01561416839568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.94849997253715	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_628_1DPI	NA	NA	NA	NA	NA	-10.0517187571781	NA	NA	NA	-3.15336930289992	NA	NA	NA	-2.15589105680345	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.0942539103729	-6.83578135797897	NA	NA	NA	NA	-10.6366812578993	-8.93624153975818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.13136590176303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.40786256740339	NA	NA	NA	NA	-8.61431344487082	NA	NA	NA	NA	-5.89521427149812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.44069395987076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_629_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.12668409642837	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.411979345527534	NA	NA	NA	NA	NA	-12.8587303533989	-13.6660852754565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.75957043060953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.6660852754565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.0629225959221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_630_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.58393649300371	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.349615477619274	-6.75309246722052	NA	NA	NA	NA	-11.5501054450567	-10.7565563225241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.7565563225241	NA	NA	-3.72737529711214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.44716742329707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_631_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.51146688055161	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.436858815030402	-5.0697769890807	NA	NA	NA	NA	-6.91944271599627	-10.5044052167174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.41694237546709	NA	NA	-4.56384690834351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.9332846411499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.46640077264807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_632_1DPI	NA	NA	NA	-4.2691230464547	NA	-12.014330493963	NA	NA	NA	NA	NA	NA	NA	-3.73201425497453	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.482732428830915	-5.17023502509041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.36407653299016	-9.03450837590067	NA	-3.66265505568162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.35136548124061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.61629941998988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_633_1DPI	-12.949507575828	-8.32015095574839	NA	NA	NA	NA	-12.949507575828	NA	NA	NA	NA	NA	NA	-10.7015800623844	NA	NA	NA	NA	NA	-13.949507575828	NA	NA	NA	-0.492768151143738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.949507575828	NA	NA	NA	NA	NA	-11.1421526537704	NA	NA	-10.5571901530492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.84098311904984	NA	NA	NA	NA	NA	-6.32015095574839	-12.1421526537704	NA	NA	NA	-9.90511345646955	-10.1946200736645	NA	-12.3645450751068	NA	NA	NA	-1.94985983929963	NA	-12.1421526537704	NA	NA	NA	NA	NA	NA	NA	-10.2490678576869	NA	NA	-13.949507575828	NA	NA	NA	-12.3645450751068	NA	NA	NA	NA	-11.949507575828	NA	NA	NA	NA
Villapol_634_1DPI	NA	-6.45208945362675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.9147962042969	NA	-11.4293693771267	NA	-0.263206294480548	NA	NA	NA	NA	-11.4293693771267	NA	NA	NA	-11.777292680547	NA	NA	NA	NA	NA	NA	-12.066799297742	-9.95132208032202	NA	NA	-10.5362845810432	NA	NA	-13.2367242991843	NA	NA	NA	NA	NA	NA	-11.9147962042969	NA	NA	NA	NA	-10.0272709335553	NA	NA	NA	NA	NA	-12.9147962042969	-11.6517617984631	-12.066799297742	NA	NA	-10.2367242991843	-11.3298337035757	-12.4293693771267	NA	-11.777292680547	NA	NA	-2.82283197081162	NA	NA	NA	-8.9147962042969	NA	NA	NA	-12.4293693771267	NA	-9.81045954448217	NA	NA	NA	NA	NA	-9.17063510872649	NA	NA	NA	NA	NA	-8.9147962042969	NA	NA	NA	NA
Villapol_635_1DPI	NA	-13.4525951773258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0602777545471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.101069260787382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.90763074453658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_636_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.38926478793269	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.915902934667214	NA	NA	NA	NA	NA	NA	NA	NA	-13.6967502365222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.63200747177191	NA	NA	-10.4488227230786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.6967502365222	NA	NA	NA	NA	NA	-4.09869773636057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.09776726548608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.6967502365222	NA	NA	NA	NA
Villapol_637_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.17301936215553	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.35604063084282	-6.20076240536491	NA	NA	NA	NA	-10.5930798281437	-7.76622873046026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.1050484427664	-3.69480236283986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.50158147365817	NA	-10.7374697374788	-9.07850665531391	NA	NA	NA	NA	-10.4618352948654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.33255227792045	NA	-10.2849575327813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
